Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGP,TH,THA,THP,TW,TWA,TWP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FA
1,Stephen Curry,PG,27,GSW,53,53,33.8,10.0,19.6,.508,4.9,10.8,.455,5.1,8.8,.574,.633,4.9,5.4,.909,0.9,4.4,5.3,6.6,2.2,0.2,3.3,2.0,29.8,0
2,James Harden,SG,26,HOU,57,57,37.4,8.3,19.2,.429,2.8,7.9,.349,5.5,11.3,.486,.501,9.0,10.4,.866,0.8,5.6,6.4,7.0,1.6,0.6,4.5,2.8,28.3,0
3,Kevin Durant,SF,27,OKC,49,49,36.0,9.6,18.8,.507,2.5,6.3,.392,7.1,12.5,.565,.573,6.2,6.9,.893,0.6,7.3,7.9,4.5,0.9,1.2,3.2,1.8,27.7,1
4,DeMarcus Cousins,C,25,SAC,46,46,34.4,9.3,20.5,.452,1.2,3.3,.362,8.1,17.2,.469,.481,7.5,10.3,.728,2.3,9.0,11.3,3.1,1.3,1.4,3.8,3.7,27.3,0
5,Damian Lillard,PG,25,POR,50,50,36.0,8.5,19.9,.427,3.1,8.2,.372,5.4,11.6,.466,.504,5.1,5.9,.862,0.7,3.6,4.2,7.2,1.1,0.3,3.3,2.4,25.1,0
6,LeBron James,SF,31,CLE,54,54,35.9,9.5,18.9,.501,1.0,3.8,.272,8.4,15.1,.559,.528,4.8,6.6,.721,1.2,6.0,7.2,6.6,1.4,0.7,3.1,1.9,24.8,1
7,Anthony Davis,PF,22,NOP,50,50,35.7,9.2,18.2,.503,0.5,1.6,.305,8.7,16.6,.523,.517,5.2,6.9,.746,2.2,8.1,10.3,1.9,1.3,2.2,2.0,2.4,24.0,0
8,Russell Westbrook,PG,27,OKC,56,56,34.3,8.5,18.5,.460,1.2,4.0,.296,7.3,14.5,.506,.492,5.8,7.1,.823,1.8,5.8,7.5,10.2,2.3,0.3,4.1,2.5,24.0,0
9,Paul George,PF,25,IND,56,56,35.5,7.4,18.0,.412,2.8,7.2,.384,4.6,10.8,.431,.489,5.8,6.8,.855,0.9,6.2,7.1,4.1,1.8,0.3,3.6,3.0,23.4,0
10,DeMar DeRozan,SG,26,TOR,55,55,36.1,7.9,17.7,.443,0.6,1.9,.337,7.2,15.8,.456,.461,7.0,8.4,.837,0.8,3.5,4.3,4.0,1.0,0.3,2.3,2.1,23.3,1
11,Blake Griffin,PF,26,LAC,30,30,34.9,9.4,18.4,.508,0.2,0.6,.353,9.2,17.9,.513,.514,4.3,5.9,.725,1.6,7.0,8.7,5.0,0.7,0.6,2.4,2.8,23.2,0
12,Jimmy Butler,SG,26,CHI,48,48,37.9,7.4,16.2,.458,1.1,3.3,.331,6.3,12.9,.491,.492,6.4,7.7,.827,1.1,4.1,5.2,4.3,1.7,0.6,2.0,1.9,22.4,0
13,Carmelo Anthony,SF,31,NYK,51,51,35.0,7.6,17.7,.430,1.3,4.0,.327,6.3,13.7,.461,.467,5.1,6.2,.816,1.4,6.5,8.0,4.2,0.9,0.5,2.5,2.4,21.6,0
14,Isaiah Thomas,PG,26,BOS,58,55,32.4,7.0,16.6,.422,2.0,5.7,.348,5.0,10.9,.460,.481,5.6,6.3,.898,0.5,2.4,2.9,6.8,1.2,0.1,2.7,2.2,21.6,0
15,Klay Thompson,SG,25,GSW,53,53,32.9,7.8,16.7,.469,3.2,7.8,.418,4.6,8.9,.514,.567,2.7,3.2,.852,0.4,3.4,3.8,2.2,0.6,0.6,1.8,2.0,21.6,0
16,C.J. McCollum,SG,24,POR,55,55,35.0,8.2,18.3,.449,2.5,6.1,.408,5.7,12.2,.470,.517,2.1,2.7,.803,0.6,3.0,3.6,4.3,1.2,0.3,2.4,2.4,21.1,0
17,Kyle Lowry,PG,29,TOR,55,55,36.8,6.7,15.5,.429,2.7,7.0,.390,3.9,8.5,.461,.518,5.0,5.8,.859,0.8,4.2,5.0,6.4,2.1,0.5,2.9,2.7,21.0,0
18,Kemba Walker,PG,25,CHO,54,54,35.9,7.1,16.7,.428,2.0,5.4,.369,5.1,11.3,.456,.487,4.5,5.3,.849,0.8,3.6,4.4,5.0,1.8,0.6,2.3,1.3,20.7,0
19,Andrew Wiggins,SG,20,MIN,56,56,35.1,7.3,16.4,.447,0.6,2.3,.254,6.7,14.1,.478,.465,5.5,7.4,.746,1.5,2.1,3.6,1.9,0.8,0.6,2.1,2.2,20.7,0
20,Brook Lopez,C,27,BRK,57,57,33.8,8.2,16.1,.509,0.0,0.1,.125,8.2,15.9,.513,.510,4.2,5.4,.781,2.9,5.4,8.3,1.7,0.8,1.8,2.3,3.0,20.6,0
21,Eric Bledsoe,PG,26,PHO,31,31,34.2,7.2,15.9,.453,1.5,4.2,.372,5.6,11.7,.482,.502,4.5,5.5,.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4,0
22,Kawhi Leonard,SF,24,SAS,51,51,32.5,7.4,14.4,.510,1.8,3.7,.482,5.5,10.7,.520,.573,3.7,4.2,.875,1.3,5.4,6.7,2.5,1.8,0.9,1.5,1.7,20.2,0
23,Gordon Hayward,SF,25,UTA,56,56,36.2,6.5,14.9,.436,1.8,5.1,.357,4.7,9.9,.477,.496,5.2,6.3,.823,0.8,4.3,5.1,3.6,1.2,0.3,2.6,2.3,20.1,0
24,Danilo Gallinari,SF,27,DEN,51,51,34.8,5.4,13.2,.411,1.7,4.6,.365,3.8,8.6,.435,.474,7.2,8.3,.876,0.9,4.3,5.2,2.5,0.8,0.4,1.4,1.6,19.8,0
25,John Wall,PG,25,WAS,55,55,35.9,7.4,17.4,.423,1.5,4.4,.350,5.8,13.0,.448,.468,3.5,4.4,.783,0.6,4.1,4.7,9.8,2.0,0.8,4.1,2.1,19.8,0
26,Brandon Knight,SG,24,PHO,42,41,36.3,7.4,17.3,.424,2.1,6.2,.333,5.3,11.1,.475,.484,2.9,3.4,.847,0.6,3.1,3.7,5.1,1.3,0.3,3.5,2.4,19.7,0
27,Chris Paul,PG,30,LAC,51,51,33.0,7.0,15.3,.460,1.6,4.3,.382,5.4,11.0,.490,.513,3.8,4.3,.886,0.5,3.3,3.9,9.5,2.1,0.2,2.7,2.7,19.5,0
28,Reggie Jackson,PG,25,DET,56,56,31.0,7.2,16.2,.445,1.6,4.1,.381,5.6,12.1,.467,.493,3.4,4.1,.838,0.8,2.6,3.4,6.1,0.8,0.1,2.7,2.2,19.4,0
29,Chris Bosh,PF,31,MIA,53,53,33.5,6.8,14.5,.467,1.5,4.2,.365,5.2,10.3,.508,.520,4.0,5.1,.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1,0
30,Kyrie Irving,PG,23,CLE,29,29,29.4,7.3,15.9,.459,1.3,4.2,.301,6.0,11.6,.516,.499,2.9,3.3,.876,0.9,2.0,2.9,4.3,1.0,0.2,1.9,1.9,18.8,0
31,Dwyane Wade,SG,34,MIA,51,50,30.4,7.2,16.0,.451,0.1,0.7,.206,7.1,15.4,.462,.455,4.1,5.3,.767,1.3,2.8,4.1,4.7,1.0,0.5,2.7,1.5,18.7,1
32,Bradley Beal,SG,22,WAS,34,20,31.1,6.9,14.9,.463,2.0,5.1,.399,4.9,9.8,.497,.532,2.5,3.3,.743,0.7,2.8,3.5,2.9,0.9,0.3,2.1,2.3,18.3,1
33,Rudy Gay,SF,29,SAC,48,48,33.8,7.0,14.8,.473,1.1,3.2,.357,5.9,11.6,.505,.512,2.8,3.5,.794,1.5,5.2,6.7,1.8,1.3,0.8,1.9,2.7,18.0,0
