"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FGP","TH","THA","THP","TW","TWA","TWP","eFGP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","FOU","PTS","FA","PER","TSP","TPAr","FTr","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USGP","OWS","DWS","WS","WSPFE","OBPM","DBPM","BPM","VORP","PG","SG","SF","PF","C"
"18","Ryan Anderson","PF","27","NOP","66","7","30.4","6.0","14.1",".427","2.0","5.4",".366","4.0","8.7",".466",".498","3.0","3.5",".873","2.0","4.0","6.0","1.1","0.6","0.4","1.4","1.7","17.0","0","17.2",".546",".385",".245","7.0","15.2","10.9","6.1","0.9","1.0","8.0","24.7","3.1","0.8","3.9",".092","1.5","-2.9","-1.4","0.3","0","0","0","1","1"
"19","Giannis Antetokounmpo","PG","21","MIL","80","79","35.3","6.4","12.7",".506","0.4","1.4",".257","6.1","11.3",".537",".520","3.7","5.1",".724","1.4","6.2","7.7","4.3","1.2","1.4","2.6","3.2","16.9","1","18.8",".566",".108",".404","4.6","20.0","12.4","20.0","1.7","3.4","14.8","22.3","4.2","2.9","7.1",".121","1.0","1.5","2.4","3.2","0","0","1","0","0"
"20","Thanasis Antetokounmpo","SF","23","NYK","2","0","3.0","1.5","2.0",".750","0.0","0.5",".000","1.5","1.5","1.000",".750","0.0","0.0",".000","0.0","0.5","0.5","0.0","0.0","0.0","0.0","1.0","3.0","0","32.9",".750",".250",".000","0.0","17.9","9.1","0.0","0.0","0.0","0.0","30.2","0.0","0.0","0.0",".291","6.3","-10.5","-4.1","0.0","0","0","1","0","0"
"21","Carmelo Anthony","SF","31","NYK","72","72","35.1","7.9","18.2",".434","1.5","4.3",".339","6.4","13.8",".463",".474","4.6","5.6",".829","1.4","6.4","7.7","4.2","0.9","0.5","2.4","2.5","21.8","0","20.3",".530",".237",".308","4.3","19.5","12.0","21.9","1.3","1.1","10.6","29.7","3.9","2.5","6.4",".121","2.8","-0.2","2.6","2.9","0","0","1","1","0"
"22","Joel Anthony","C","33","DET","19","0","5.1","0.3","0.5",".600","0.0","0.0",".000","0.3","0.5",".600",".600","0.3","0.4",".750","0.4","0.7","1.1","0.1","0.1","0.6","0.1","0.8","0.9","0","14.1",".666",".000",".800","8.8","15.4","11.9","1.4","1.1","9.5","12.9","7.0","0.2","0.2","0.4",".177","-2.8","5.0","2.2","0.1","0","0","0","1","1"
"23","Keith Appling","PG","23","ORL","5","0","5.4","0.4","1.6",".250","0.0","0.6",".000","0.4","1.0",".400",".250","0.4","0.4","1.000","0.0","0.2","0.2","0.2","0.2","0.0","0.6","1.0","1.2","0","-4.8",".338",".375",".250","0.0","4.2","2.1","5.0","1.9","0.0","25.3","19.5","-0.1","0.0","-0.1","-0.199","-10.3","-2.7","-13.0","-0.1","1","0","0","0","0"
"24","Trevor Ariza","SF","30","HOU","81","81","35.3","4.4","10.6",".416","2.3","6.2",".371","2.1","4.4",".478",".523","1.6","2.0",".783","0.8","3.7","4.5","2.3","2.0","0.3","1.4","2.2","12.7","0","12.9",".551",".581",".187","2.6","11.6","7.1","10.0","2.8","0.8","10.8","15.7","3.1","2.3","5.4",".090","1.2","0.3","1.5","2.5","0","1","1","0","0"
"25","Darrell Arthur","PF","27","DEN","70","16","21.7","3.2","7.0",".452","0.6","1.7",".385","2.5","5.3",".473",".498","0.6","0.8",".755","1.2","3.0","4.2","1.4","0.8","0.7","0.9","2.6","7.5","0","12.5",".514",".239",".108","6.2","15.4","10.7","10.0","1.8","2.6","11.4","16.7","1.0","1.3","2.3",".072","-1.2","0.8","-0.3","0.6","0","0","0","1","1"
"26","Omer Asik","C","29","NOP","68","64","17.3","1.5","2.9",".533","0.0","0.0",".000","1.5","2.9",".533",".533","0.9","1.6",".545","1.8","4.3","6.1","0.4","0.3","0.3","0.9","1.8","4.0","0","11.0",".551",".000",".574","10.9","28.7","19.5","3.1","0.9","1.6","19.7","11.4","0.7","1.0","1.7",".070","-4.0","-0.2","-4.2","-0.7","0","0","0","1","1"
"27","D.J. Augustin","PG","28","TOT","62","0","19.0","2.4","5.6",".423","1.1","2.7",".405","1.3","2.9",".440",".520","1.7","2.1",".805","0.1","1.4","1.5","3.2","0.6","0.1","1.4","1.4","7.5","0","13.9",".575",".480",".366","0.8","8.0","4.4","25.3","1.6","0.3","17.1","18.0","2.0","0.6","2.6",".106","1.0","-2.7","-1.7","0.1","1","0","0","0","0"
"28","Jeff Ayres","C","28","LAC","17","0","6.3","0.7","1.4",".522","0.0","0.1",".000","0.7","1.3",".545",".522","0.4","0.4","1.000","0.2","1.1","1.3","0.3","0.0","0.2","0.4","1.1","1.8","0","8.3",".585",".043",".261","4.1","18.1","11.2","6.9","0.0","2.2","19.0","13.4","0.1","0.1","0.2",".077","-4.7","0.1","-4.6","-0.1","0","0","0","1","1"
"29","Luke Babbitt","SF","26","NOP","47","13","18.0","2.6","6.1",".422","0.9","2.3",".404","1.7","3.8",".433",".498","0.8","1.1",".780","0.5","2.6","3.1","1.1","0.2","0.1","0.5","1.9","7.0","1","11.6",".526",".377",".173","3.2","16.7","9.7","9.6","0.6","0.7","6.9","17.5","0.8","0.3","1.1",".064","-0.9","-2.0","-2.9","-0.2","0","0","1","0","0"
"30","Cameron Bairstow","C","25","CHI","18","2","5.7","0.7","2.2",".325","0.1","0.3",".200","0.7","1.9",".343",".338","0.4","0.4",".875","0.2","1.3","1.6","0.3","0.1","0.2","0.2","1.1","1.9","0","6.8",".391",".125",".200","4.2","24.0","14.3","8.7","1.0","2.1","8.4","20.3","-0.1","0.1","0.0","-0.004","-6.9","-0.8","-7.7","-0.1","0","0","0","1","1"
"31","Leandro Barbosa","SG","33","GSW","68","0","15.9","2.5","5.4",".462","0.6","1.6",".355","1.9","3.8",".508",".515","0.8","0.9",".839","0.4","1.3","1.7","1.2","0.6","0.1","0.8","1.6","6.4","0","11.7",".545",".297",".168","3.0","8.4","5.8","10.6","2.0","0.7","11.8","18.1","0.9","1.2","2.1",".092","-1.2","-0.9","-2.1","0.0","1","1","0","0","0"
"32","J.J. Barea","PG","31","DAL","74","16","22.5","4.3","9.6",".446","1.4","3.5",".385","2.9","6.1",".481",".516","1.0","1.3",".771","0.4","1.7","2.1","4.1","0.4","0.0","1.5","1.5","10.9","0","15.4",".536",".366",".135","1.7","8.3","5.0","31.5","0.8","0.1","13.0","23.8","2.1","0.7","2.8",".082","1.6","-2.8","-1.2","0.3","1","1","0","0","0"
"33","Andrea Bargnani","C","30","BRK","46","0","13.8","2.8","6.1",".455","0.1","0.3",".188","2.7","5.7",".471",".461","1.0","1.2",".825","0.6","1.5","2.1","0.4","0.1","0.2","0.6","1.3","6.6","0","11.8",".500",".057",".204","4.9","12.4","8.6","4.8","0.3","1.1","7.9","23.2","0.1","0.0","0.2",".013","-3.7","-4.2","-7.9","-0.9","0","0","0","1","1"
"34","Harrison Barnes","SF","23","GSW","66","59","30.9","4.5","9.6",".466","1.2","3.2",".383","3.2","6.3",".508",".531","1.5","2.0",".761","1.2","3.8","4.9","1.8","0.6","0.2","0.9","2.1","11.7","0","12.3",".559",".338",".212","4.3","12.4","8.6","7.8","1.0","0.4","7.6","15.9","3.1","1.9","4.9",".116","0.4","-0.6","-0.2","0.9","0","0","1","1","0"
"35","Matt Barnes","SF","35","MEM","76","45","28.8","3.5","9.1",".381","1.6","4.9",".322","1.9","4.3",".449",".467","1.5","1.8",".804","1.1","4.4","5.5","2.1","1.0","0.8","1.6","3.1","10.0","1","11.7",".503",".534",".199","4.2","18.3","10.9","11.6","1.8","2.4","13.8","17.9","0.4","2.2","2.6",".056","-0.4","0.8","0.4","1.3","0","1","1","0","0"
"36","Will Barton","SG","25","DEN","82","1","28.7","5.2","12.0",".432","1.4","4.0",".345","3.8","8.0",".476",".489","2.6","3.3",".806","0.7","5.1","5.8","2.5","0.9","0.5","1.7","1.8","14.4","0","16.0",".535",".331",".273","2.7","20.0","11.2","14.4","1.5","1.3","11.2","23.0","2.4","1.9","4.3",".088","0.3","-0.4","-0.1","1.1","0","1","1","0","0"
"37","Brandon Bass","PF","30","LAL","66","0","20.3","2.6","4.8",".549","0.0","0.0",".000","2.6","4.8",".552",".549","1.9","2.2",".845","1.6","2.7","4.3","1.1","0.5","0.8","0.6","1.9","7.2","1","17.4",".619",".006",".467","8.1","15.0","11.4","9.2","1.2","3.2","9.9","13.9","3.4","0.7","4.1",".146","0.1","0.7","0.8","1.0","0","0","0","1","1"
"38","Nicolas Batum","SF","27","CHO","70","70","35.0","5.3","12.5",".426","2.0","5.7",".348","3.3","6.8",".492",".506","2.3","2.7",".849","0.8","5.3","6.1","5.8","0.9","0.6","2.9","1.6","14.9","0","15.6",".546",".457",".220","2.4","16.8","9.6","26.9","1.3","1.4","17.6","21.4","2.0","2.9","5.0",".097","1.1","0.9","2.0","2.5","0","1","1","0","0"
"39","Jerryd Bayless","SG","27","MIL","52","18","28.9","3.6","8.4",".423","1.9","4.4",".437","1.6","4.0",".408",".539","1.3","1.7",".778","0.4","2.3","2.7","3.1","0.9","0.2","1.4","2.1","10.4","0","12.4",".568",".529",".206","1.6","9.0","5.4","16.2","1.6","0.6","13.3","16.4","1.8","0.6","2.4",".075","1.1","-2.1","-1.0","0.4","1","1","0","0","0"
"40","Aron Baynes","C","29","DET","81","1","15.2","2.4","4.7",".505","0.0","0.0",".000","2.4","4.7",".508",".505","1.6","2.0",".764","1.7","3.0","4.7","0.6","0.3","0.6","0.8","1.9","6.3","1","17.8",".563",".005",".430","11.9","22.5","17.0","6.6","0.9","3.2","12.8","18.5","2.4","1.7","4.1",".158","-1.3","1.1","-0.2","0.6","0","0","0","0","1"
"41","Kent Bazemore","SF","26","ATL","75","68","27.8","4.3","9.7",".441","1.5","4.1",".357","2.8","5.6",".502",".517","1.6","2.0",".815","0.4","4.7","5.1","2.3","1.3","0.5","1.8","2.3","11.6","0","13.4",".551",".421",".208","1.5","18.0","9.9","12.7","2.3","1.4","14.8","20.0","0.3","3.8","4.1",".094","-1.3","1.6","0.3","1.2","0","1","1","0","0"
"42","Bradley Beal","SG","22","WAS","55","35","31.1","6.5","14.5",".449","1.9","4.9",".387","4.6","9.6",".481",".515","2.5","3.2",".767","0.7","2.7","3.4","2.9","1.0","0.2","2.0","2.1","17.4","0","15.5",".547",".339",".220","2.6","9.8","6.2","15.6","1.5","0.5","11.3","25.3","1.4","1.3","2.7",".076","1.0","-1.6","-0.6","0.6","0","1","0","0","0"
"43","Michael Beasley","SF","27","HOU","20","0","18.2","5.4","10.3",".522","0.2","0.5",".333","5.2","9.8",".531",".529","1.9","2.5",".776","1.5","3.5","4.9","0.8","0.6","0.5","1.2","2.0","12.8","1","22.5",".563",".044",".239","8.8","21.1","14.9","9.1","1.5","2.1","9.6","29.7","0.6","0.3","1.0",".128","-0.8","-2.5","-3.4","-0.1","0","0","1","1","0"
"44","Marco Belinelli","SG","29","SAC","68","7","24.6","3.6","9.3",".386","1.3","4.4",".306","2.3","5.0",".456",".457","1.7","2.0",".833","0.1","1.6","1.7","1.9","0.5","0.0","1.2","1.3","10.2","0","9.4",".500",".468",".217","0.7","6.9","3.8","11.1","1.1","0.1","10.3","19.7","0.2","0.3","0.5",".014","-1.3","-2.9","-4.2","-0.9","0","1","1","0","0"
"45","Anthony Bennett","PF","22","TOR","19","0","4.4","0.4","1.4",".296","0.2","0.7",".214","0.3","0.7",".385",".352","0.5","0.5",".900","0.3","0.9","1.2","0.0","0.3","0.0","0.2","0.4","1.5","0","10.4",".446",".519",".370","8.3","22.8","15.7","0.0","3.1","0.0","11.3","19.2","0.0","0.1","0.1",".054","-4.8","-4.6","-9.4","-0.2","0","0","1","1","0"
"46","Patrick Beverley","PG","27","HOU","71","63","28.7","3.6","8.4",".434","1.7","4.4",".400","1.9","4.0",".472",".539","0.8","1.2",".682","1.0","2.5","3.5","3.4","1.3","0.4","1.3","3.3","9.9","0","13.0",".553",".522",".148","3.9","9.6","6.8","17.9","2.3","1.1","12.6","15.3","3.1","1.3","4.4",".102","1.4","-0.3","1.1","1.6","1","1","0","0","0"
"47","Bismack Biyombo","C","23","TOR","82","22","22.0","1.9","3.5",".542","0.0","0.0",".000","1.9","3.5",".544",".542","1.7","2.8",".628","2.2","5.8","8.0","0.4","0.2","1.6","0.9","2.7","5.5","0","14.9",".586",".003",".785","11.7","29.5","20.8","2.4","0.5","6.1","15.5","11.5","2.8","3.1","5.9",".156","-2.4","2.3","-0.1","0.9","0","0","0","1","1"
"48","Nemanja Bjelica","PF","27","MIN","60","0","17.9","1.8","3.9",".468","0.8","2.1",".384","1.0","1.8",".564",".570","0.7","0.9",".727","0.8","2.7","3.5","1.4","0.4","0.4","0.8","2.6","5.1","0","11.2",".594",".532",".234","5.4","17.2","11.4","11.4","1.2","1.6","15.3","12.8","1.4","0.6","1.9",".087","0.5","-0.2","0.3","0.6","0","0","0","1","0"
"49","Tarik Black","C","24","LAL","39","0","12.7","1.5","2.7",".548","0.0","0.0",".000","1.5","2.7",".548",".548","0.5","1.2",".422","1.1","2.9","4.0","0.4","0.4","0.5","0.6","2.0","3.4","0","12.3",".537",".000",".433","9.2","25.4","17.0","5.2","1.4","2.9","15.1","12.9","0.3","0.4","0.7",".072","-4.0","0.6","-3.4","-0.2","0","0","0","1","1"
"50","DeJuan Blair","C","26","WAS","29","0","7.5","1.0","2.3",".412","0.0","0.0",".000","1.0","2.3",".418",".412","0.2","0.4",".385","0.7","1.3","2.0","0.4","0.3","0.1","0.5","1.8","2.1","0","5.4",".414",".015",".191","10.1","19.4","14.6","7.3","1.8","0.7","16.9","17.8","-0.3","0.3","-0.1","-0.015","-6.3","-0.1","-6.4","-0.2","0","0","0","1","1"
"51","Steve Blake","PG","35","DET","58","2","17.0","1.6","4.1",".388","0.9","2.6",".344","0.7","1.5",".461",".496","0.3","0.3",".800","0.2","1.4","1.5","3.4","0.4","0.1","1.4","1.2","4.4","0","9.8",".510",".629",".083","1.0","9.2","4.9","29.5","1.2","0.4","24.6","14.6","0.3","0.8","1.1",".053","-1.8","-1.8","-3.5","-0.4","1","1","0","0","0"
"52","Eric Bledsoe","PG","26","PHO","31","31","34.2","7.2","15.9",".453","1.5","4.2",".372","5.6","11.7",".482",".502","4.5","5.5",".802","0.6","3.5","4.0","6.1","2.0","0.6","3.5","2.4","20.4","0","20.0",".557",".262",".350","1.8","11.2","6.4","31.8","2.9","1.5","16.2","27.2","1.6","1.0","2.5",".116","2.7","0.1","2.8","1.3","1","1","0","0","0"
"53","Bojan Bogdanovic","SF","26","BRK","79","39","26.8","4.1","9.5",".433","1.6","4.3",".382","2.5","5.2",".474",".519","1.4","1.7",".833","0.5","2.8","3.2","1.3","0.4","0.1","1.5","1.5","11.2","1","10.7",".550",".451",".176","1.9","11.8","6.8","7.3","0.7","0.2","12.5","19.4","0.9","0.0","0.9",".021","-0.5","-2.9","-3.4","-0.8","0","1","1","0","0"
"54","Andrew Bogut","C","31","GSW","70","66","20.7","2.5","4.0",".627","0.0","0.0","1.000","2.5","4.0",".626",".629","0.3","0.7",".480","1.7","5.3","7.0","2.3","0.5","1.6","1.2","3.2","5.4","1","15.9",".623",".004",".179","9.5","26.0","18.3","14.8","1.1","5.8","21.6","11.4","2.6","2.9","5.4",".180","-0.6","5.1","4.5","2.4","0","0","0","0","1"
"55","Matt Bonner","C","35","SAS","30","2","6.9","1.0","1.9",".509","0.5","1.1",".441","0.5","0.8",".609",".640","0.1","0.1",".750","0.1","0.8","0.9","0.3","0.2","0.0","0.1","0.5","2.5","0","14.1",".647",".596",".070","1.7","12.8","7.5","6.3","1.5","0.4","4.9","13.7","0.4","0.3","0.8",".181","1.8","-0.3","1.6","0.2","0","0","0","1","1"
"56","Devin Booker","SG","19","PHO","76","51","27.7","4.8","11.4",".423","1.3","3.8",".343","3.5","7.6",".464",".480","2.8","3.4",".840","0.4","2.1","2.5","2.6","0.6","0.3","2.1","3.0","13.8","1","11.9",".535",".333",".295","1.4","8.4","4.8","15.8","1.0","0.8","14.0","23.0","1.2","0.7","1.9",".043","-0.6","-2.4","-3.1","-0.6","0","1","0","0","0"
"57","Trevor Booker","PF","28","UTA","79","2","20.7","2.4","4.9",".490","0.2","0.5",".293","2.3","4.4",".513",".505","0.9","1.3",".670","2.1","3.6","5.7","1.1","0.7","0.5","1.0","2.1","5.9","0","14.4",".533",".106",".273","11.9","20.4","16.2","8.2","1.9","2.1","15.7","14.6","1.8","2.6","4.3",".128","-0.9","2.3","1.4","1.4","0","0","0","1","0"
"58","Chris Bosh","PF","31","MIA","53","53","33.5","6.8","14.5",".467","1.5","4.2",".365","5.2","10.3",".508",".520","4.0","5.1",".795","0.9","6.5","7.4","2.4","0.7","0.6","1.5","1.9","19.1","0","20.2",".571",".289",".349","3.2","21.1","12.4","12.1","1.0","1.5","8.1","24.7","4.1","2.3","6.4",".172","2.3","-0.3","2.1","1.8","0","0","0","1","1"
"59","Avery Bradley","SG","25","BOS","76","72","33.4","6.0","13.4",".447","1.9","5.4",".361","4.1","8.1",".505",".520","1.3","1.6",".780","0.6","2.3","2.9","2.1","1.5","0.3","1.4","2.2","15.2","0","13.2",".538",".399",".121","2.0","7.3","4.6","9.8","2.2","0.6","9.2","19.8","2.0","2.8","4.8",".090","0.5","-0.3","0.2","1.4","1","1","0","0","0"
"60","Elton Brand","C","36","PHI","17","1","13.2","1.8","4.2",".431","0.0","0.1",".000","1.8","4.2",".437",".431","0.5","0.5",".889","0.5","3.2","3.7","1.1","0.5","0.5","0.6","1.9","4.1","1","11.4",".461",".014",".125","4.2","27.0","15.2","13.1","2.0","2.7","12.6","16.9","-0.1","0.3","0.2",".036","-5.5","1.5","-4.0","-0.1","0","0","0","1","1"
"61","Corey Brewer","SF","29","HOU","82","12","20.4","2.6","6.7",".384","0.7","2.7",".272","1.8","4.0",".460",".439","1.3","1.7",".750","0.5","1.9","2.4","1.3","1.0","0.2","1.0","2.0","7.2","0","9.9",".481",".406",".254","2.8","10.4","6.6","10.0","2.5","0.9","11.3","17.8","0.1","1.2","1.2",".035","-2.2","-1.0","-3.1","-0.5","0","1","1","0","0"
"62","Aaron Brooks","PG","31","CHI","69","0","16.1","2.7","6.8",".401","1.0","2.7",".357","1.8","4.1",".430",".471","0.7","0.9",".766","0.3","1.2","1.5","2.6","0.4","0.1","1.2","1.9","7.1","1","11.8",".494",".394",".136","2.0","7.5","4.8","26.0","1.4","0.7","14.2","22.9","0.2","0.7","0.9",".040","-0.5","-2.8","-3.3","-0.4","1","0","0","0","0"
"63","Anthony Brown","SF","23","LAL","29","11","20.7","1.3","4.3",".310","0.7","2.4",".286","0.7","1.9",".339",".389","0.6","0.7",".850","0.3","2.1","2.4","0.7","0.5","0.2","0.5","1.2","4.0","0","4.9",".427",".556",".159","1.6","11.3","6.3","4.8","1.2","0.7","10.0","11.0","-0.4","0.1","-0.3","-0.024","-4.0","-1.1","-5.0","-0.5","0","0","1","0","0"
"64","Lorenzo Brown","PG","25","PHO","8","0","7.6","1.0","3.1",".320","0.1","1.0",".125","0.9","2.1",".412",".340","0.4","0.5",".750","0.0","0.9","0.9","1.4","0.4","0.1","1.1","0.5","2.5","1","4.4",".374",".320",".160","0.0","12.8","6.2","28.0","2.4","1.3","25.2","24.9","-0.3","0.1","-0.2","-0.157","-8.1","-1.4","-9.5","-0.1","1","0","0","0","0"
"65","Markel Brown","SG","24","BRK","62","6","15.8","2.0","5.2",".394","0.6","2.0",".314","1.4","3.2",".443",".453","1.1","1.5",".755","0.4","1.6","2.0","1.5","0.6","0.2","0.9","1.5","5.9","0","11.3",".500",".376",".292","2.6","11.5","7.0","13.9","2.0","1.2","12.9","18.9","0.2","0.4","0.6",".031","-1.4","-1.3","-2.6","-0.2","0","1","0","0","0"
"66","Kobe Bryant","SF","37","LAL","66","66","28.2","6.0","16.9",".358","2.0","7.1",".285","4.0","9.8",".410",".417","3.5","4.3",".826","0.6","3.1","3.7","2.8","0.9","0.2","2.0","1.7","17.6","0","14.9",".469",".420",".252","2.3","12.3","7.1","19.1","1.7","0.5","9.4","32.2","-0.9","0.5","-0.4","-0.010","0.8","-3.3","-2.5","-0.2","0","1","1","0","0"
